City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,kirkuk,35.4681,44.3922,14.75,76,1,0.59,IQ,01-12-2022 23:18:13
299,husavik,66.0449,-17.3389,2.16,73,3,4.72,IS,01-12-2022 23:18:13
300,araouane,18.9048,-3.5265,22.07,15,67,2.79,ML,01-12-2022 23:18:13
301,avarua,-21.2078,-159.775,28.03,78,40,5.14,CK,01-12-2022 23:18:14
302,ruhengeri,-1.4998,29.635,14.9,97,100,0.66,RW,01-12-2022 23:18:14
303,lambarene,-0.7001,10.2406,24.35,92,100,1.16,GA,01-12-2022 23:18:14
304,goundi,9.3627,17.366,24.85,24,91,1.98,TD,01-12-2022 23:18:14
305,champerico,14.3,-91.9167,30.3,76,60,2.01,GT,01-12-2022 23:18:15
306,santa cruz,-17.8,-63.1667,30.03,45,75,4.12,BO,01-12-2022 23:18:15
307,taman,45.2117,36.7161,6.5,70,100,10.73,RU,01-12-2022 23:13:19
308,quthing,-30.4,27.7003,19.47,54,88,2.45,LS,01-12-2022 23:18:15
309,roanoke rapids,36.4615,-77.6542,4.08,80,0,0.0,US,01-12-2022 23:18:15
310,izberbash,42.5696,47.8645,7.03,74,98,6.38,RU,01-12-2022 23:18:15
311,ponoka,52.6768,-113.5815,-22.29,100,62,0.42,CA,01-12-2022 23:18:15
312,grand-santi,4.25,-54.3833,22.79,98,48,1.13,GF,01-12-2022 23:18:15
313,samarai,-10.6167,150.6667,28.59,71,100,1.29,PG,01-12-2022 23:18:16
314,ballina,-28.8667,153.5667,21.68,73,92,9.43,AU,01-12-2022 23:18:16
315,hovd,48.0056,91.6419,-19.21,63,90,1.65,MN,01-12-2022 23:17:34
316,shelburne,44.0787,-80.2041,-0.75,82,60,4.55,CA,01-12-2022 23:18:17
317,novikovo,51.1537,37.8879,-3.03,68,100,5.06,RU,01-12-2022 23:18:17
318,padang,-0.9492,100.3543,23.93,92,100,1.82,ID,01-12-2022 23:18:18
319,mount hagen,-5.8581,144.2274,16.41,97,100,0.52,PG,01-12-2022 23:18:18
320,nantucket,41.2835,-70.0995,6.06,47,20,8.75,US,01-12-2022 23:18:18
321,kimbe,-5.5502,150.1429,28.8,73,100,0.86,PG,01-12-2022 23:18:18
322,jatiroto,-7.8833,111.1167,22.91,87,97,1.84,ID,01-12-2022 23:18:19
323,bathsheba,13.2167,-59.5167,27.34,74,40,8.23,BB,01-12-2022 23:18:19
324,tattayyangarpettai,11.1333,78.45,23.64,94,6,1.84,IN,01-12-2022 23:18:19
325,teya,60.3778,92.6267,-30.18,100,92,1.38,RU,01-12-2022 23:18:19
326,anapskaya,44.89,37.38,4.13,81,0,6.0,RU,01-12-2022 23:18:20
327,gizo,-8.103,156.8419,28.29,74,100,1.6,SB,01-12-2022 23:18:20
328,adrar,20.5022,-10.0711,20.6,20,0,3.38,MR,01-12-2022 23:18:20
329,port keats,-14.25,129.55,29.95,56,88,2.93,AU,01-12-2022 23:18:20
330,clyde river,70.4692,-68.5914,-30.87,76,100,2.06,CA,01-12-2022 23:18:20
331,panguna,-6.3164,155.4848,26.45,70,100,0.94,PG,01-12-2022 23:18:21
332,oranjemund,-28.55,16.4333,16.76,94,14,3.68,NA,01-12-2022 23:18:21
333,mont-de-marsan,44.0,-0.6667,5.44,100,100,1.03,FR,01-12-2022 23:17:05
334,sitka,57.0531,-135.33,-1.06,80,100,6.69,US,01-12-2022 23:18:21
335,kachiry,53.0675,76.1036,-20.42,89,12,3.4,KZ,01-12-2022 23:18:21
336,bandarbeyla,9.4942,50.8122,25.44,79,96,8.44,SO,01-12-2022 23:18:21
337,palmas bellas,9.2319,-80.0867,27.97,85,18,4.49,PA,01-12-2022 23:18:21
338,college,64.8569,-147.8028,-14.82,86,75,2.06,US,01-12-2022 23:18:21
339,eureka,40.8021,-124.1637,9.4,74,100,1.34,US,01-12-2022 23:18:21
340,yueyang,29.3333,113.0919,-1.0,83,98,0.55,CN,01-12-2022 23:18:22
341,nikolayevsk-na-amure,53.1406,140.73,-26.91,95,12,1.8,RU,01-12-2022 23:18:22
342,bodden town,19.2833,-81.25,28.0,75,40,8.23,KY,01-12-2022 23:18:22
343,caravelas,-17.7125,-39.2481,23.99,91,100,3.86,BR,01-12-2022 23:18:22
344,bell ville,-32.6259,-62.6887,21.48,32,89,4.8,AR,01-12-2022 23:18:22
345,maceio,-9.6658,-35.7353,25.69,83,75,3.6,BR,01-12-2022 23:14:59
346,kerman,30.2832,57.0788,10.07,43,9,1.65,IR,01-12-2022 23:15:06
347,san policarpo,12.1791,125.5072,27.24,83,100,7.24,PH,01-12-2022 23:18:23
348,karratha,-20.7377,116.8463,28.84,42,70,5.83,AU,01-12-2022 23:18:23
349,henties bay,-22.116,14.2845,15.78,93,1,3.06,NA,01-12-2022 23:18:23
350,mastic beach,40.7668,-72.8521,5.55,52,0,5.14,US,01-12-2022 23:18:23
351,christchurch,-43.5333,172.6333,12.11,71,75,6.17,NZ,01-12-2022 23:13:54
352,sao borja,-28.6606,-56.0044,24.4,70,85,3.89,BR,01-12-2022 23:18:23
353,necochea,-38.5473,-58.7368,14.96,76,99,4.38,AR,01-12-2022 23:18:23
354,hailar,49.2,119.7,-19.37,96,100,5.79,CN,01-12-2022 23:18:24
355,canto do buriti,-8.11,-42.9444,22.91,86,100,0.79,BR,01-12-2022 23:18:24
356,santa catalina,9.3337,122.8637,26.46,85,92,4.2,PH,01-12-2022 23:18:24
357,itaituba,-4.2761,-55.9836,24.06,95,99,1.02,BR,01-12-2022 23:18:24
358,naze,28.3667,129.4833,12.51,82,100,9.53,JP,01-12-2022 23:18:24
359,bognor regis,50.7821,-0.6798,7.1,96,24,4.1,GB,01-12-2022 23:18:24
360,homer,59.6425,-151.5483,-2.07,63,0,5.81,US,01-12-2022 23:18:24
361,mahajanga,-15.7167,46.3167,26.01,73,20,1.03,MG,01-12-2022 23:18:25
362,aketi,2.7388,23.7833,20.51,98,97,0.87,CD,01-12-2022 23:18:25
363,alice springs,-23.7,133.8833,27.75,17,0,5.14,AU,01-12-2022 23:18:25
364,kanepi,57.982,26.7627,-13.49,95,100,1.83,EE,01-12-2022 23:18:25
365,inhambane,-23.865,35.3833,22.47,88,6,3.35,MZ,01-12-2022 23:18:25
366,spassk-ryazanskiy,54.4072,40.3806,-8.36,92,100,1.76,RU,01-12-2022 23:18:25
367,nemuro,43.3236,145.575,-1.87,51,46,5.59,JP,01-12-2022 23:18:25
368,rundu,-17.9333,19.7667,21.47,31,0,2.4,NA,01-12-2022 23:18:25
369,saint-augustin,51.226,-58.6502,2.01,99,100,6.1,CA,01-12-2022 23:18:26
370,saint george,37.1041,-113.5841,13.57,37,20,0.45,US,01-12-2022 23:18:26
371,scottsbluff,41.8666,-103.6672,1.62,72,0,0.0,US,01-12-2022 23:18:26
372,soe,-9.8607,124.284,21.96,72,86,1.03,ID,01-12-2022 23:18:26
373,corralillo,22.9819,-80.5856,25.65,76,22,7.61,CU,01-12-2022 23:18:26
374,valparaiso,-33.0393,-71.6273,21.13,78,0,6.69,CL,01-12-2022 23:14:21
375,barbastro,42.0356,0.1269,5.3,71,0,2.08,ES,01-12-2022 23:18:27
376,lincoln,40.8,-96.667,9.51,40,0,7.2,US,01-12-2022 23:18:27
377,ternate,0.8,127.4,27.01,78,68,1.53,ID,01-12-2022 23:18:27
378,farnborough,51.2942,-0.7557,5.9,78,100,2.06,GB,01-12-2022 23:18:27
379,nioro,13.35,-15.75,26.23,29,68,3.58,GM,01-12-2022 23:18:27
380,bengkulu,-3.8004,102.2655,23.71,89,100,1.51,ID,01-12-2022 23:18:13
381,cayambe,0.05,-78.1333,12.59,97,93,2.79,EC,01-12-2022 23:18:28
382,biak,-0.9131,122.8766,25.48,80,99,1.63,ID,01-12-2022 23:18:28
383,neiafu,-18.65,-173.9833,30.38,79,40,5.14,TO,01-12-2022 23:18:28
384,guerrero negro,27.9769,-114.0611,17.38,63,2,5.96,MX,01-12-2022 23:18:28
385,langfang,39.5097,116.6947,-6.6,22,66,2.51,CN,01-12-2022 23:15:09
386,kedrovoye,57.1576,60.5698,-28.31,100,48,1.27,RU,01-12-2022 23:18:28
387,ponta do sol,32.6667,-17.1,19.45,73,28,3.3,PT,01-12-2022 23:18:29
388,hearst,49.6835,-83.6665,-9.86,78,100,1.66,CA,01-12-2022 23:18:29
389,karpogory,64.0019,44.4451,-6.88,94,100,1.52,RU,01-12-2022 23:18:29
390,jishu,44.3167,126.8,-14.14,65,0,5.42,CN,01-12-2022 23:18:29
391,malmesbury,-33.4608,18.7271,16.54,96,38,1.59,ZA,01-12-2022 23:15:03
392,half moon bay,37.4636,-122.4286,11.06,91,75,5.14,US,01-12-2022 23:18:30
393,port macquarie,-31.4333,152.9167,19.38,74,100,6.29,AU,01-12-2022 23:18:30
394,pushkinskiye gory,57.0209,28.9103,-9.97,93,90,1.85,RU,01-12-2022 23:16:22
395,puerto ayacucho,5.6639,-67.6236,25.62,66,8,5.06,VE,01-12-2022 23:18:30
396,manzanillo,20.3433,-77.1167,26.69,68,48,7.61,CU,01-12-2022 23:18:30
397,fevik,58.3794,8.6766,1.87,84,62,6.86,NO,01-12-2022 23:18:31
398,staryy nadym,65.6118,72.6842,-21.57,92,75,4.28,RU,01-12-2022 23:18:31
399,diebougou,10.9667,-3.25,28.71,24,82,2.13,BF,01-12-2022 23:18:31
400,harlingen,26.1906,-97.6961,16.22,89,100,3.6,US,01-12-2022 23:18:31
401,lumeje,-11.55,20.7833,18.54,92,49,1.34,AO,01-12-2022 23:18:31
402,viedma,-40.8135,-62.9967,18.87,43,0,7.19,AR,01-12-2022 23:14:42
403,avon park,27.5959,-81.5062,21.62,74,61,4.73,US,01-12-2022 23:18:32
404,lavrentiya,65.5833,-171.0,0.24,98,100,5.95,RU,01-12-2022 23:18:32
405,sansepolcro,43.5747,12.143,4.94,77,21,1.57,IT,01-12-2022 23:18:32
406,solnechnyy,50.7214,136.6319,-24.32,92,7,1.46,RU,01-12-2022 23:18:32
407,pundaguitan,6.3711,126.1689,27.03,80,100,5.67,PH,01-12-2022 23:18:33
408,nizhniy kuranakh,58.8353,125.4869,-23.88,95,100,4.14,RU,01-12-2022 23:18:33
409,farragut,35.8845,-84.1535,6.29,49,0,4.12,US,01-12-2022 23:18:33
410,terrace,54.5163,-128.6035,-11.05,48,100,10.29,CA,01-12-2022 23:18:33
411,barkhan,29.8977,69.5256,11.2,29,97,0.97,PK,01-12-2022 23:18:33
412,el porvenir,13.7617,-87.3458,24.63,69,94,1.52,HN,01-12-2022 23:18:34
413,karaton,-6.3424,106.1045,22.69,92,88,2.36,ID,01-12-2022 23:18:34
414,itarema,-2.9248,-39.9167,26.68,76,13,6.91,BR,01-12-2022 23:18:34
415,asau,46.4333,26.4,-2.49,95,100,0.75,RO,01-12-2022 23:18:34
416,kenai,60.5544,-151.2583,-9.36,85,0,1.54,US,01-12-2022 23:17:54
417,bestobe,52.4994,73.0975,-21.56,95,18,3.37,KZ,01-12-2022 23:18:34
418,cabo san lucas,22.8909,-109.9124,28.67,70,20,2.06,MX,01-12-2022 23:18:34
419,constitucion,-35.3333,-72.4167,15.31,66,0,7.06,CL,01-12-2022 23:17:16
420,kyren,51.6828,102.1408,-21.97,96,99,0.53,RU,01-12-2022 23:18:34
421,rutana,-3.8667,30.1,13.12,92,92,1.03,BI,01-12-2022 23:18:35
422,prince albert,53.2001,-105.7677,-20.03,71,75,2.57,CA,01-12-2022 23:18:35
423,mecca,21.4267,39.8261,24.49,71,39,1.89,SA,01-12-2022 23:15:54
424,poum,-20.2333,164.0167,27.77,84,97,7.72,NC,01-12-2022 23:18:36
425,orlik,52.5178,99.825,-29.77,93,67,1.12,RU,01-12-2022 23:18:36
426,tabuk,17.4189,121.4443,22.97,86,55,0.91,PH,01-12-2022 23:18:37
427,hervey bay,-25.2986,152.8535,20.9,70,76,7.71,AU,01-12-2022 23:18:37
428,muisne,0.6,-80.0333,24.03,80,97,4.84,EC,01-12-2022 23:18:37
429,ouesso,1.6136,16.0517,20.87,98,81,1.08,CG,01-12-2022 23:18:37
430,san juan,-31.5375,-68.5364,27.32,26,32,2.59,AR,01-12-2022 23:14:09
431,dutse,11.7594,9.3392,21.14,23,79,3.57,NG,01-12-2022 23:18:38
432,kavieng,-2.5744,150.7967,28.72,70,95,2.46,PG,01-12-2022 23:18:38
433,praia da vitoria,38.7333,-27.0667,13.2,71,40,13.12,PT,01-12-2022 23:18:38
434,sabang,5.8933,95.3214,27.35,71,100,3.92,ID,01-12-2022 23:18:38
435,nagato,34.3833,131.2,6.44,59,100,6.96,JP,01-12-2022 23:18:38
436,great yarmouth,52.6083,1.7305,5.57,66,88,4.77,GB,01-12-2022 23:18:38
437,vestmannaeyjar,63.4427,-20.2734,6.87,66,100,10.5,IS,01-12-2022 23:18:39
438,provideniya,64.3833,-173.3,2.06,93,100,5.0,RU,01-12-2022 23:18:39
439,turukhansk,65.8167,87.9833,-16.73,97,100,3.33,RU,01-12-2022 23:18:39
440,manaus,-3.1019,-60.025,28.28,74,0,3.09,BR,01-12-2022 23:14:14
441,dingle,10.9995,122.6711,25.06,92,81,4.34,PH,01-12-2022 23:18:39
442,ayni,39.3941,68.5377,1.8,91,100,2.33,TJ,01-12-2022 23:18:39
443,thinadhoo,0.5333,72.9333,26.97,71,51,2.72,MV,01-12-2022 23:18:39
444,darhan,49.4867,105.9228,-19.24,99,100,1.08,MN,01-12-2022 23:18:39
445,neyshabur,36.2133,58.7958,4.56,75,92,1.01,IR,01-12-2022 23:18:40
446,novochernorechenskiy,56.2669,91.0828,-24.53,100,100,1.21,RU,01-12-2022 23:18:40
447,winnemucca,40.973,-117.7357,3.03,87,75,3.09,US,01-12-2022 23:18:40
448,baijiantan,45.6333,85.1833,-9.02,45,89,0.54,CN,01-12-2022 23:18:41
449,harrisburg,40.2737,-76.8844,2.77,59,0,4.12,US,01-12-2022 23:18:41
450,yugo-kamskiy,57.7053,55.5894,-17.77,93,10,1.87,RU,01-12-2022 23:18:41
451,lucea,18.451,-78.1736,27.92,70,7,6.96,JM,01-12-2022 23:18:41
452,salihli,38.4826,28.1477,12.3,75,4,1.52,TR,01-12-2022 23:18:41
453,monrovia,6.3005,-10.7969,25.51,84,91,2.85,LR,01-12-2022 23:18:42
454,novyy svit,47.8059,38.0211,-1.28,44,100,8.69,UA,01-12-2022 23:18:42
455,aquiraz,-3.9014,-38.3911,28.05,78,58,5.15,BR,01-12-2022 23:18:42
456,komsomolskiy,40.4272,71.7189,4.95,68,100,2.49,UZ,01-12-2022 23:18:42
457,bulawayo,-20.15,28.5833,15.49,45,21,2.13,ZW,01-12-2022 23:18:43
458,watsa,3.0372,29.5355,16.78,97,41,1.12,CD,01-12-2022 23:18:43
459,linares,-35.85,-71.6,25.65,18,0,5.57,CL,01-12-2022 23:18:43
460,vega de alatorre,20.0333,-96.6333,22.96,84,79,4.03,MX,01-12-2022 23:18:43
461,mitsamiouli,-11.3847,43.2844,25.72,74,8,2.72,KM,01-12-2022 23:18:43
462,verkhoyansk,67.5447,133.385,-26.62,99,100,1.48,RU,01-12-2022 23:18:43
463,bani,18.2833,-70.3333,26.03,73,0,6.34,DO,01-12-2022 23:18:44
464,launceston,-41.45,147.1667,17.01,72,100,3.6,AU,01-12-2022 23:18:44
465,pala,9.3642,14.9046,23.04,26,96,2.41,TD,01-12-2022 23:18:44
466,abu dhabi,24.4667,54.3667,25.01,66,0,1.54,AE,01-12-2022 23:18:44
467,brandon,27.9378,-82.2859,22.71,70,0,2.24,US,01-12-2022 23:18:44
468,adre,13.4667,22.2,23.23,26,31,2.76,TD,01-12-2022 23:18:44
469,jumla,29.2747,82.1838,4.89,29,8,2.38,NP,01-12-2022 23:18:44
470,srednekolymsk,67.45,153.6833,-31.06,91,91,4.31,RU,01-12-2022 23:18:44
471,urubicha,-15.3833,-62.95,23.33,85,99,1.21,BO,01-12-2022 23:18:44
472,tchollire,8.4022,14.1698,23.65,29,100,0.9,CM,01-12-2022 23:18:45
473,yarada,17.65,83.2667,23.96,85,14,3.41,IN,01-12-2022 23:18:45
474,nhulunbuy,-12.2333,136.7667,30.34,74,100,2.57,AU,01-12-2022 23:18:45
475,northam,51.0333,-4.2167,1.81,87,15,3.13,GB,01-12-2022 23:18:45
476,victor harbor,-35.5667,138.6167,21.49,71,0,3.52,AU,01-12-2022 23:18:45
477,russell,32.3502,-85.1999,12.78,40,0,1.54,US,01-12-2022 23:18:46
478,bom jesus,-9.0744,-44.3586,22.68,87,100,1.72,BR,01-12-2022 23:18:46
479,salinas,36.6777,-121.6555,11.66,83,100,3.09,US,01-12-2022 23:18:46
480,bubaque,11.2833,-15.8333,27.57,63,61,7.01,GW,01-12-2022 23:18:46
481,takab,36.4009,47.1133,5.38,82,87,1.1,IR,01-12-2022 23:15:26
482,gazli,40.1333,63.45,-1.39,56,100,3.59,UZ,01-12-2022 23:18:46
483,anshun,26.25,105.9333,0.77,81,100,1.54,CN,01-12-2022 23:18:46
484,tiznit,29.5833,-9.5,12.97,88,98,0.99,MA,01-12-2022 23:18:47
485,haines junction,60.7522,-137.5108,-9.03,57,100,2.57,CA,01-12-2022 23:18:47
486,cervo,43.6702,-7.4101,11.65,80,5,7.06,ES,01-12-2022 23:18:47
487,lieksa,63.3167,30.0167,-3.12,96,100,0.48,FI,01-12-2022 23:18:47
488,huambo,-12.7761,15.7392,17.36,82,81,1.78,AO,01-12-2022 23:18:47
489,tayu,-6.5397,111.0518,24.05,87,65,3.97,ID,01-12-2022 23:18:47
490,zhezkazgan,47.8043,67.7144,-10.08,83,86,4.07,KZ,01-12-2022 23:18:47
491,saint augustine,29.8947,-81.3145,20.01,84,100,6.17,US,01-12-2022 23:18:47
492,lyuban,52.7985,28.0048,-11.33,95,96,2.43,BY,01-12-2022 23:18:48
493,tuatapere,-46.1333,167.6833,11.66,57,86,5.7,NZ,01-12-2022 23:18:48
494,yenagoa,4.9247,6.2642,25.33,85,99,1.59,NG,01-12-2022 23:18:48
495,cururupu,-1.8283,-44.8683,25.22,85,54,2.91,BR,01-12-2022 23:18:48
496,gunjur,13.2019,-16.7339,24.04,78,41,3.6,GM,01-12-2022 23:18:49
497,avenal,36.0041,-120.129,12.87,62,100,8.98,US,01-12-2022 23:18:49
498,dunda,-8.1167,34.25,18.57,89,100,1.23,TZ,01-12-2022 23:18:49
499,fujin,47.26,132.0322,-18.77,83,56,3.74,CN,01-12-2022 23:18:49
500,sompeta,18.9333,84.6,22.19,78,1,2.04,IN,01-12-2022 23:18:49
501,sarkand,45.41,79.9186,-9.11,80,77,2.88,KZ,01-12-2022 23:18:49
502,xichang,27.8964,102.2634,6.29,86,2,0.63,CN,01-12-2022 23:18:50
503,chateaubelair,13.2833,-61.25,25.29,78,40,6.69,VC,01-12-2022 23:18:50
504,zarubino,42.63,131.0922,-9.18,52,1,8.39,RU,01-12-2022 23:18:51
505,ludza,56.55,27.7167,-11.39,97,100,1.97,LV,01-12-2022 23:18:51
506,pedernales,18.0384,-71.744,26.18,72,9,1.05,DO,01-12-2022 23:18:51
507,muzaffarabad,34.37,73.4711,14.25,32,100,1.89,PK,01-12-2022 23:18:51
508,calabozo,8.9242,-67.4293,25.22,66,55,2.7,VE,01-12-2022 23:18:51
509,saiha,22.4833,92.9667,16.68,98,13,1.42,IN,01-12-2022 23:18:51
510,honningsvag,70.9821,25.9704,2.86,93,75,2.06,NO,01-12-2022 23:18:51
511,coahuayana,18.7333,-103.6833,30.12,59,22,2.61,MX,01-12-2022 23:18:52
512,bulungu,-4.55,18.6,21.05,95,99,0.69,CD,01-12-2022 23:18:52
513,xiangxiang,27.7333,112.5333,0.54,77,96,1.32,CN,01-12-2022 23:18:52
514,general roca,-39.0333,-67.5833,28.68,17,5,4.13,AR,01-12-2022 23:18:52
515,acari,-15.4311,-74.6158,22.57,65,0,2.47,PE,01-12-2022 23:18:52
516,tongliao,43.6125,122.2653,-14.15,48,3,4.29,CN,01-12-2022 23:14:20
517,romny,50.751,33.4747,-1.87,47,100,5.45,UA,01-12-2022 23:18:52
518,lerwick,60.1545,-1.1494,9.0,91,100,12.89,GB,01-12-2022 23:18:53
519,trzebnica,51.3108,17.0633,1.67,85,100,3.29,PL,01-12-2022 23:18:53
520,sakakah,29.9697,40.2064,14.76,58,5,3.02,SA,01-12-2022 23:18:39
521,luanda,-8.8368,13.2343,26.0,83,75,3.6,AO,01-12-2022 23:18:03
522,guanajuato,21.0186,-101.2591,23.32,45,9,6.09,MX,01-12-2022 23:18:53
523,sironko,1.2313,34.2477,18.57,62,97,1.9,UG,01-12-2022 23:18:53
524,mosquera,4.7059,-74.2302,14.05,82,40,6.17,CO,01-12-2022 23:18:53
525,kangasala,61.4638,24.076,-1.12,100,100,2.51,FI,01-12-2022 23:18:53
526,fort nelson,58.8053,-122.7002,-28.23,69,40,0.0,CA,01-12-2022 23:18:54
527,boffa,10.1667,-14.0333,26.39,77,77,0.61,GN,01-12-2022 23:18:54
528,pisco,-13.7,-76.2167,21.03,78,0,8.23,PE,01-12-2022 23:18:54
529,bacolod,10.6667,122.95,26.03,85,81,5.05,PH,01-12-2022 23:18:54
530,alofi,-19.0595,-169.9187,26.1,76,76,0.68,NU,01-12-2022 23:15:02
531,marsa matruh,31.3525,27.2453,17.59,64,0,1.77,EG,01-12-2022 23:18:54
532,grand gaube,-20.0064,57.6608,23.22,76,5,2.24,MU,01-12-2022 23:18:54
533,geraldton,-28.7667,114.6,20.23,73,100,2.57,AU,01-12-2022 23:18:52
534,bud,39.447,-86.1758,1.57,68,74,3.1,US,01-12-2022 23:18:55
535,labuhan,-6.8844,112.2051,25.02,80,99,5.69,ID,01-12-2022 23:18:55
536,baykit,61.67,96.37,-30.67,98,47,1.2,RU,01-12-2022 23:18:55
537,jardim,-21.4803,-56.1381,26.13,55,65,2.5,BR,01-12-2022 23:18:56
538,shakawe,-18.3667,21.85,21.52,27,0,2.44,BW,01-12-2022 23:18:56
539,shambu,9.5667,37.1,10.35,57,26,1.18,ET,01-12-2022 23:18:57
540,gimbi,9.1667,35.8333,13.6,61,60,0.76,ET,01-12-2022 23:18:57
541,kulevcha,46.0303,29.9361,4.14,77,100,4.97,UA,01-12-2022 23:18:57
542,praia,14.9215,-23.5087,22.8,67,95,6.28,CV,01-12-2022 23:18:57
543,ozinki,51.1786,49.6769,-7.53,92,9,2.85,RU,01-12-2022 23:18:57
544,siverek,37.755,39.3167,9.92,77,24,0.93,TR,01-12-2022 23:18:58
545,rawah,34.4816,41.9093,16.88,62,93,3.78,IQ,01-12-2022 23:18:58
546,tilichiki,60.4667,166.1,-11.55,95,94,0.54,RU,01-12-2022 23:18:58
547,salekhard,66.53,66.6019,-19.72,91,9,4.07,RU,01-12-2022 23:18:58
548,cockburn town,21.4612,-71.1419,26.71,67,0,9.92,TC,01-12-2022 23:18:58
549,aksu,41.1231,80.2644,-5.52,23,100,0.76,CN,01-12-2022 23:14:27
550,titisee-neustadt,47.9,8.1667,0.27,93,98,0.94,DE,01-12-2022 23:15:00
551,kutum,14.2,24.6667,19.43,29,81,2.71,SD,01-12-2022 23:18:59
552,paracatu,-17.2222,-46.8747,23.36,73,82,1.79,BR,01-12-2022 23:18:59
553,lavras,-21.2453,-44.9997,21.13,81,86,2.63,BR,01-12-2022 23:18:59
554,paamiut,61.994,-49.6678,-10.41,62,26,3.61,GL,01-12-2022 23:18:59
555,marawi,7.9986,124.2928,21.52,91,98,0.53,PH,01-12-2022 23:19:00
556,nachingwea,-10.3833,38.7667,21.37,84,59,0.86,TZ,01-12-2022 23:19:00
557,sioux lookout,50.1001,-91.917,-7.96,79,75,3.6,CA,01-12-2022 23:19:00
558,jalu,29.0331,21.5482,14.04,44,0,2.77,LY,01-12-2022 23:19:01
559,sinazongwe,-17.2614,27.4618,23.05,38,0,1.02,ZM,01-12-2022 23:19:01
560,barro,-6.7167,-38.8667,27.15,54,50,2.09,BR,01-12-2022 23:19:01
561,margate,51.3813,1.3862,8.16,83,87,0.45,GB,01-12-2022 23:19:01
562,fort saint james,54.4333,-124.25,-19.16,82,72,1.29,CA,01-12-2022 23:19:01
563,ahuimanu,21.4447,-157.8378,28.84,59,100,6.17,US,01-12-2022 23:19:01
564,lingyuan,41.24,119.4011,-10.31,35,45,2.26,CN,01-12-2022 23:19:01
565,aberdeen,57.1437,-2.0981,9.72,95,100,2.57,GB,01-12-2022 23:17:14
566,lixourion,38.2019,20.4314,14.77,83,71,2.61,GR,01-12-2022 23:19:02
567,duminichi,53.9345,35.1099,-5.7,81,100,3.21,RU,01-12-2022 23:19:02
568,dosso,13.049,3.1937,23.92,22,11,3.55,NE,01-12-2022 23:19:02
569,andenes,69.3143,16.1194,3.85,93,100,2.57,NO,01-12-2022 23:19:02
570,chambas,22.1928,-78.9136,24.83,71,98,6.26,CU,01-12-2022 23:19:02
571,ambulu,-8.345,113.6058,24.93,79,100,0.44,ID,01-12-2022 23:19:02
572,arcachon,44.5875,-1.0519,6.34,93,100,2.06,FR,01-12-2022 23:19:03
573,coruripe,-10.1256,-36.1756,25.41,83,98,6.99,BR,01-12-2022 23:19:04
574,pakokku,21.3333,95.1,22.07,84,1,0.63,MM,01-12-2022 23:19:04
575,gualaquiza,-3.4,-78.55,22.14,78,77,0.78,EC,01-12-2022 23:19:04
576,thohoyandou,-22.9456,30.485,17.49,63,1,0.75,ZA,01-12-2022 23:19:04
577,odessa,46.4775,30.7326,3.6,76,99,5.62,UA,01-12-2022 23:15:05
578,assiniboia,49.6334,-105.9845,-16.1,78,100,6.17,CA,01-12-2022 23:19:04
579,yerbogachen,61.2767,108.0108,-23.95,92,100,3.31,RU,01-12-2022 23:19:04
580,yumen,40.2833,97.2,-13.04,77,5,2.23,CN,01-12-2022 23:18:19
581,monroe,43.1501,-77.6831,0.28,69,75,7.2,US,01-12-2022 23:19:05
582,new plymouth,-39.0667,174.0833,16.84,47,22,7.62,NZ,01-12-2022 23:19:05
583,beidao,34.5686,105.8933,-3.55,64,77,1.69,CN,01-12-2022 23:19:05
584,novouzensk,50.4592,48.1431,-5.85,83,13,2.76,RU,01-12-2022 23:19:05
585,reconquista,-29.15,-59.65,28.27,39,94,4.3,AR,01-12-2022 23:19:05
586,belmonte,-15.8631,-38.8828,24.87,88,100,7.0,BR,01-12-2022 23:19:05
587,aswan,24.0934,32.907,18.59,34,0,5.3,EG,01-12-2022 23:17:32
588,springdale,36.1867,-94.1288,9.07,32,100,6.69,US,01-12-2022 23:19:05
589,puerto leguizamo,-0.1934,-74.7819,26.71,72,79,1.87,CO,01-12-2022 23:19:06
590,port hedland,-20.3167,118.5667,30.03,70,81,5.14,AU,01-12-2022 23:19:06
591,dunedin,-45.8742,170.5036,10.45,72,25,7.6,NZ,01-12-2022 23:19:06
592,richards bay,-28.783,32.0377,21.12,78,100,6.56,ZA,01-12-2022 23:19:07
593,tyumentsevo,53.3224,81.498,-19.75,93,23,3.61,RU,01-12-2022 23:19:07
594,mount gambier,-37.8333,140.7667,16.28,55,8,2.62,AU,01-12-2022 23:19:07
595,zeya,53.75,127.2667,-34.29,98,71,1.04,RU,01-12-2022 23:19:07
596,kindersley,51.4668,-109.1682,-20.99,71,100,3.6,CA,01-12-2022 23:19:07
597,barra da estiva,-13.6261,-41.3269,19.83,87,99,1.55,BR,01-12-2022 23:19:07
598,iquitos,-3.7481,-73.2472,30.02,66,40,1.54,PE,01-12-2022 23:19:07
599,urusha,54.05,122.9,-34.89,97,88,0.94,RU,01-12-2022 23:19:08
600,rio grande,-32.035,-52.0986,25.06,93,9,5.29,BR,01-12-2022 23:15:48
601,seredka,58.1584,28.1858,-13.14,87,100,2.49,RU,01-12-2022 23:19:08
